ARCH-CERT-001: GGUF Tensor/Operation Inventory
Model: F:\~dev\Qwen3.5-40B-Q4_K_M.gguf
GGUF version: 3
Tensor count: 1275
Tensor data offset: 11020224

=== Category Summary ===
Category,Count,ApproxSize
embedding,1,1271398400
attention,360,7801909248
ffn,288,25669140480
norm,96,491520
output,26,2026378240
ssm,432,2300329728
conv,72,2949120

=== Full Inventory ===
Name,Type,Shape,Offset,Size,Category
blk.54.ffn_gate.weight,Q4_K,5120x17408,14324483904,89128960,ffn
blk.54.ffn_up.weight,Q4_K,5120x17408,14374618944,89128960,ffn
blk.54.post_attention_norm.weight,F32,5120,14424753984,5120,norm
blk.54.ssm_a,F32,48,14424774464,48,ssm
blk.54.ssm_alpha.weight,Q4_K,5120x48,14424774656,245760,ssm
blk.54.ssm_beta.weight,Q4_K,5120x48,14424912896,245760,ssm
blk.54.ssm_conv1d.weight,F32,4x10240,14425051136,40960,conv
blk.54.ssm_dt.bias,F32,48,14425214976,48,ssm
blk.54.ssm_norm.weight,F32,128,14425215168,128,ssm
blk.54.ssm_out.weight,Q4_K,6144x5120,14425215680,31457280,ssm
blk.55.attn_k.weight,Q4_K,5120x1024,14442910400,5242880,attention
blk.55.attn_k_norm.weight,F32,256,14445859520,256,attention
blk.55.attn_norm.weight,F32,5120,14445860544,5120,attention
blk.55.attn_output.weight,Q4_K,6144x5120,14445881024,31457280,output
blk.55.attn_q.weight,Q4_K,5120x12288,14463575744,62914560,attention
blk.55.attn_q_norm.weight,F32,256,14498965184,256,attention
blk.55.attn_v.weight,Q4_K,5120x1024,14498966208,5242880,attention
blk.55.ffn_down.weight,Q4_K,17408x5120,14501915328,89128960,ffn
blk.55.ffn_gate.weight,Q4_K,5120x17408,14552050368,89128960,ffn
blk.55.ffn_up.weight,Q4_K,5120x17408,14602185408,89128960,ffn
blk.55.post_attention_norm.weight,F32,5120,14652320448,5120,norm
blk.56.attn_gate.weight,Q4_K,5120x6144,14652340928,31457280,attention
blk.56.attn_norm.weight,F32,5120,14670035648,5120,attention
blk.56.attn_qkv.weight,Q5_K,5120x10240,14670056128,52428800,attention
blk.56.ffn_down.weight,Q6_K,17408x5120,14706100928,89128960,ffn
blk.56.ffn_gate.weight,Q4_K,5120x17408,14779214528,89128960,ffn
blk.56.ffn_up.weight,Q4_K,5120x17408,14829349568,89128960,ffn
blk.56.post_attention_norm.weight,F32,5120,14879484608,5120,norm
blk.56.ssm_a,F32,48,14879505088,48,ssm
blk.56.ssm_alpha.weight,Q4_K,5120x48,14879505280,245760,ssm
blk.56.ssm_beta.weight,Q4_K,5120x48,14879643520,245760,ssm
blk.56.ssm_conv1d.weight,F32,4x10240,14879781760,40960,conv
blk.56.ssm_dt.bias,F32,48,14879945600,48,ssm
blk.56.ssm_norm.weight,F32,128,14879945792,128,ssm
blk.56.ssm_out.weight,Q4_K,6144x5120,14879946304,31457280,ssm
blk.57.attn_gate.weight,Q4_K,5120x6144,14897641024,31457280,attention
blk.57.attn_norm.weight,F32,5120,14915335744,5120,attention
blk.57.attn_qkv.weight,Q5_K,5120x10240,14915356224,52428800,attention
blk.57.ffn_down.weight,Q4_K,17408x5120,14951401024,89128960,ffn
blk.57.ffn_gate.weight,Q4_K,5120x17408,15001536064,89128960,ffn
blk.57.ffn_up.weight,Q4_K,5120x17408,15051671104,89128960,ffn
blk.57.post_attention_norm.weight,F32,5120,15101806144,5120,norm
blk.57.ssm_a,F32,48,15101826624,48,ssm
blk.57.ssm_alpha.weight,Q4_K,5120x48,15101826816,245760,ssm
blk.57.ssm_beta.weight,Q4_K,5120x48,15101965056,245760,ssm
blk.57.ssm_conv1d.weight,F32,4x10240,15102103296,40960,conv
blk.57.ssm_dt.bias,F32,48,15102267136,48,ssm
blk.57.ssm_norm.weight,F32,128,15102267328,128,ssm
blk.57.ssm_out.weight,Q4_K,6144x5120,15102267840,31457280,ssm
blk.58.attn_gate.weight,Q4_K,5120x6144,15119962560,31457280,attention
blk.58.attn_norm.weight,F32,5120,15137657280,5120,attention
blk.58.attn_qkv.weight,Q5_K,5120x10240,15137677760,52428800,attention
blk.58.ffn_down.weight,Q4_K,17408x5120,15173722560,89128960,ffn
blk.58.ffn_gate.weight,Q4_K,5120x17408,15223857600,89128960,ffn
blk.58.ffn_up.weight,Q4_K,5120x17408,15273992640,89128960,ffn
blk.58.post_attention_norm.weight,F32,5120,15324127680,5120,norm
blk.58.ssm_a,F32,48,15324148160,48,ssm
blk.58.ssm_alpha.weight,Q4_K,5120x48,15324148352,245760,ssm
blk.58.ssm_beta.weight,Q4_K,5120x48,15324286592,245760,ssm
blk.58.ssm_conv1d.weight,F32,4x10240,15324424832,40960,conv
blk.58.ssm_dt.bias,F32,48,15324588672,48,ssm
blk.58.ssm_norm.weight,F32,128,15324588864,128,ssm
blk.58.ssm_out.weight,Q4_K,6144x5120,15324589376,31457280,ssm
blk.59.attn_k.weight,Q4_K,5120x1024,15342284096,5242880,attention
blk.59.attn_k_norm.weight,F32,256,15345233216,256,attention
blk.59.attn_norm.weight,F32,5120,15345234240,5120,attention
blk.59.attn_output.weight,Q4_K,6144x5120,15345254720,31457280,output
blk.59.attn_q.weight,Q4_K,5120x12288,15362949440,62914560,attention
blk.59.attn_q_norm.weight,F32,256,15398338880,256,attention
blk.59.attn_v.weight,Q6_K,5120x1024,15398339904,5242880,attention
blk.59.ffn_down.weight,Q6_K,17408x5120,15402640704,89128960,ffn
blk.59.ffn_gate.weight,Q4_K,5120x17408,15475754304,89128960,ffn
blk.59.ffn_up.weight,Q4_K,5120x17408,15525889344,89128960,ffn
blk.59.post_attention_norm.weight,F32,5120,15576024384,5120,norm
blk.60.attn_gate.weight,Q4_K,5120x6144,15576044864,31457280,attention
blk.60.attn_norm.weight,F32,5120,15593739584,5120,attention
blk.60.attn_qkv.weight,Q5_K,5120x10240,15593760064,52428800,attention
blk.60.ffn_down.weight,Q4_K,17408x5120,15629804864,89128960,ffn
blk.60.ffn_gate.weight,Q4_K,5120x17408,15679939904,89128960,ffn
blk.60.ffn_up.weight,Q4_K,5120x17408,15730074944,89128960,ffn
blk.60.post_attention_norm.weight,F32,5120,15780209984,5120,norm
blk.60.ssm_a,F32,48,15780230464,48,ssm
blk.60.ssm_alpha.weight,Q4_K,5120x48,15780230656,245760,ssm
blk.60.ssm_beta.weight,Q4_K,5120x48,15780368896,245760,ssm
blk.60.ssm_conv1d.weight,F32,4x10240,15780507136,40960,conv
blk.60.ssm_dt.bias,F32,48,15780670976,48,ssm
blk.60.ssm_norm.weight,F32,128,15780671168,128,ssm
blk.60.ssm_out.weight,Q4_K,6144x5120,15780671680,31457280,ssm
blk.61.attn_gate.weight,Q4_K,5120x6144,15798366400,31457280,attention
blk.61.attn_norm.weight,F32,5120,15816061120,5120,attention
blk.61.attn_qkv.weight,Q5_K,5120x10240,15816081600,52428800,attention
blk.61.ffn_down.weight,Q4_K,17408x5120,15852126400,89128960,ffn
blk.61.ffn_gate.weight,Q4_K,5120x17408,15902261440,89128960,ffn
blk.61.ffn_up.weight,Q4_K,5120x17408,15952396480,89128960,ffn
blk.61.post_attention_norm.weight,F32,5120,16002531520,5120,norm
blk.61.ssm_a,F32,48,16002552000,48,ssm
blk.61.ssm_alpha.weight,Q4_K,5120x48,16002552192,245760,ssm
blk.61.ssm_beta.weight,Q4_K,5120x48,16002690432,245760,ssm
blk.61.ssm_conv1d.weight,F32,4x10240,16002828672,40960,conv
blk.61.ssm_dt.bias,F32,48,16002992512,48,ssm
blk.61.ssm_norm.weight,F32,128,16002992704,128,ssm
blk.61.ssm_out.weight,Q4_K,6144x5120,16002993216,31457280,ssm
blk.62.attn_gate.weight,Q4_K,5120x6144,16020687936,31457280,attention
blk.62.attn_norm.weight,F32,5120,16038382656,5120,attention
blk.62.attn_qkv.weight,Q5_K,5120x10240,16038403136,52428800,attention
blk.62.ffn_down.weight,Q6_K,17408x5120,16074447936,89128960,ffn
blk.62.ffn_gate.weight,Q4_K,5120x17408,16147561536,89128960,ffn
blk.62.ffn_up.weight,Q4_K,5120x17408,16197696576,89128960,ffn
blk.62.post_attention_norm.weight,F32,5120,16247831616,5120,norm
blk.62.ssm_a,F32,48,16247852096,48,ssm
blk.62.ssm_alpha.weight,Q4_K,5120x48,16247852288,245760,ssm
blk.62.ssm_beta.weight,Q4_K,5120x48,16247990528,245760,ssm
blk.62.ssm_conv1d.weight,F32,4x10240,16248128768,40960,conv
blk.62.ssm_dt.bias,F32,48,16248292608,48,ssm
blk.62.ssm_norm.weight,F32,128,16248292800,128,ssm
blk.62.ssm_out.weight,Q4_K,6144x5120,16248293312,31457280,ssm
blk.63.attn_k.weight,Q4_K,5120x1024,16265988032,5242880,attention
blk.63.attn_k_norm.weight,F32,256,16268937152,256,attention
blk.63.attn_norm.weight,F32,5120,16268938176,5120,attention
blk.63.attn_output.weight,Q4_K,6144x5120,16268958656,31457280,output
blk.63.attn_q.weight,Q4_K,5120x12288,16286653376,62914560,attention
blk.63.attn_q_norm.weight,F32,256,16322042816,256,attention
blk.63.attn_v.weight,Q4_K,5120x1024,16322043840,5242880,attention
blk.63.ffn_down.weight,Q4_K,17408x5120,16324992960,89128960,ffn
blk.63.ffn_gate.weight,Q4_K,5120x17408,16375128000,89128960,ffn
blk.63.ffn_up.weight,Q4_K,5120x17408,16425263040,89128960,ffn
blk.63.post_attention_norm.weight,F32,5120,16475398080,5120,norm
blk.64.attn_gate.weight,Q4_K,5120x6144,16475418560,31457280,attention
blk.64.attn_norm.weight,F32,5120,16493113280,5120,attention
blk.64.attn_qkv.weight,Q5_K,5120x10240,16493133760,52428800,attention
blk.64.ffn_down.weight,Q4_K,17408x5120,16529178560,89128960,ffn
blk.64.ffn_gate.weight,Q4_K,5120x17408,16579313600,89128960,ffn
blk.64.ffn_up.weight,Q4_K,5120x17408,16629448640,89128960,ffn
blk.64.post_attention_norm.weight,F32,5120,16679583680,5120,norm
blk.64.ssm_a,F32,48,16679604160,48,ssm
blk.64.ssm_alpha.weight,Q4_K,5120x48,16679604352,245760,ssm
blk.64.ssm_beta.weight,Q4_K,5120x48,16679742592,245760,ssm
blk.64.ssm_conv1d.weight,F32,4x10240,16679880832,40960,conv
blk.64.ssm_dt.bias,F32,48,16680044672,48,ssm
blk.64.ssm_norm.weight,F32,128,16680044864,128,ssm
blk.64.ssm_out.weight,Q4_K,6144x5120,16680045376,31457280,ssm
blk.65.attn_gate.weight,Q4_K,5120x6144,16697740096,31457280,attention
blk.65.attn_norm.weight,F32,5120,16715434816,5120,attention
blk.65.attn_qkv.weight,Q5_K,5120x10240,16715455296,52428800,attention
blk.65.ffn_down.weight,Q6_K,17408x5120,16751500096,89128960,ffn
blk.65.ffn_gate.weight,Q4_K,5120x17408,16824613696,89128960,ffn
blk.65.ffn_up.weight,Q4_K,5120x17408,16874748736,89128960,ffn
blk.65.post_attention_norm.weight,F32,5120,16924883776,5120,norm
blk.65.ssm_a,F32,48,16924904256,48,ssm
blk.65.ssm_alpha.weight,Q4_K,5120x48,16924904448,245760,ssm
blk.65.ssm_beta.weight,Q4_K,5120x48,16925042688,245760,ssm
blk.65.ssm_conv1d.weight,F32,4x10240,16925180928,40960,conv
blk.65.ssm_dt.bias,F32,48,16925344768,48,ssm
blk.65.ssm_norm.weight,F32,128,16925344960,128,ssm
blk.65.ssm_out.weight,Q4_K,6144x5120,16925345472,31457280,ssm
blk.66.attn_gate.weight,Q4_K,5120x6144,16943040192,31457280,attention
blk.66.attn_norm.weight,F32,5120,16960734912,5120,attention
blk.66.attn_qkv.weight,Q5_K,5120x10240,16960755392,52428800,attention
blk.66.ffn_down.weight,Q4_K,17408x5120,16996800192,89128960,ffn
blk.66.ffn_gate.weight,Q4_K,5120x17408,17046935232,89128960,ffn
blk.66.ffn_up.weight,Q4_K,5120x17408,17097070272,89128960,ffn
blk.66.post_attention_norm.weight,F32,5120,17147205312,5120,norm
blk.66.ssm_a,F32,48,17147225792,48,ssm
blk.66.ssm_alpha.weight,Q4_K,5120x48,17147225984,245760,ssm
blk.66.ssm_beta.weight,Q4_K,5120x48,17147364224,245760,ssm
blk.66.ssm_conv1d.weight,F32,4x10240,17147502464,40960,conv
blk.66.ssm_dt.bias,F32,48,17147666304,48,ssm
blk.66.ssm_norm.weight,F32,128,17147666496,128,ssm
blk.66.ssm_out.weight,Q4_K,6144x5120,17147667008,31457280,ssm
blk.67.attn_k.weight,Q4_K,5120x1024,17165361728,5242880,attention
blk.67.attn_k_norm.weight,F32,256,17168310848,256,attention
blk.67.attn_norm.weight,F32,5120,17168311872,5120,attention
blk.67.attn_output.weight,Q4_K,6144x5120,17168332352,31457280,output
blk.67.attn_q.weight,Q4_K,5120x12288,17186027072,62914560,attention
blk.67.attn_q_norm.weight,F32,256,17221416512,256,attention
blk.67.attn_v.weight,Q4_K,5120x1024,17221417536,5242880,attention
blk.67.ffn_down.weight,Q4_K,17408x5120,17224366656,89128960,ffn
blk.67.ffn_gate.weight,Q4_K,5120x17408,17274501696,89128960,ffn
blk.67.ffn_up.weight,Q4_K,5120x17408,17324636736,89128960,ffn
blk.67.post_attention_norm.weight,F32,5120,17374771776,5120,norm
blk.68.attn_gate.weight,Q4_K,5120x6144,17374792256,31457280,attention
blk.68.attn_norm.weight,F32,5120,17392486976,5120,attention
blk.68.attn_qkv.weight,Q5_K,5120x10240,17392507456,52428800,attention
blk.68.ffn_down.weight,Q6_K,17408x5120,17428552256,89128960,ffn
blk.68.ffn_gate.weight,Q4_K,5120x17408,17501665856,89128960,ffn
blk.68.ffn_up.weight,Q4_K,5120x17408,17551800896,89128960,ffn
blk.68.post_attention_norm.weight,F32,5120,17601935936,5120,norm
blk.68.ssm_a,F32,48,17601956416,48,ssm
blk.68.ssm_alpha.weight,Q4_K,5120x48,17601956608,245760,ssm
blk.68.ssm_beta.weight,Q4_K,5120x48,17602094848,245760,ssm
blk.68.ssm_conv1d.weight,F32,4x10240,17602233088,40960,conv
blk.68.ssm_dt.bias,F32,48,17602396928,48,ssm
blk.68.ssm_norm.weight,F32,128,17602397120,128,ssm
blk.68.ssm_out.weight,Q4_K,6144x5120,17602397632,31457280,ssm
blk.69.attn_gate.weight,Q4_K,5120x6144,17620092352,31457280,attention
blk.69.attn_norm.weight,F32,5120,17637787072,5120,attention
blk.69.attn_qkv.weight,Q5_K,5120x10240,17637807552,52428800,attention
blk.69.ffn_down.weight,Q4_K,17408x5120,17673852352,89128960,ffn
blk.69.ffn_gate.weight,Q4_K,5120x17408,17723987392,89128960,ffn
blk.69.ffn_up.weight,Q4_K,5120x17408,17774122432,89128960,ffn
blk.69.post_attention_norm.weight,F32,5120,17824257472,5120,norm
blk.69.ssm_a,F32,48,17824277952,48,ssm
blk.69.ssm_alpha.weight,Q4_K,5120x48,17824278144,245760,ssm
blk.69.ssm_beta.weight,Q4_K,5120x48,17824416384,245760,ssm
blk.69.ssm_conv1d.weight,F32,4x10240,17824554624,40960,conv
blk.69.ssm_dt.bias,F32,48,17824718464,48,ssm
blk.69.ssm_norm.weight,F32,128,17824718656,128,ssm
blk.69.ssm_out.weight,Q4_K,6144x5120,17824719168,31457280,ssm
blk.70.attn_gate.weight,Q4_K,5120x6144,17842413888,31457280,attention
blk.70.attn_norm.weight,F32,5120,17860108608,5120,attention
blk.70.attn_qkv.weight,Q5_K,5120x10240,17860129088,52428800,attention
blk.70.ffn_down.weight,Q4_K,17408x5120,17896173888,89128960,ffn
blk.70.ffn_gate.weight,Q4_K,5120x17408,17946308928,89128960,ffn
blk.70.ffn_up.weight,Q4_K,5120x17408,17996443968,89128960,ffn
blk.70.post_attention_norm.weight,F32,5120,18046579008,5120,norm
blk.70.ssm_a,F32,48,18046599488,48,ssm
blk.70.ssm_alpha.weight,Q4_K,5120x48,18046599680,245760,ssm
blk.70.ssm_beta.weight,Q4_K,5120x48,18046737920,245760,ssm
blk.70.ssm_conv1d.weight,F32,4x10240,18046876160,40960,conv
blk.70.ssm_dt.bias,F32,48,18047040000,48,ssm
blk.70.ssm_norm.weight,F32,128,18047040192,128,ssm
blk.70.ssm_out.weight,Q4_K,6144x5120,18047040704,31457280,ssm
blk.71.attn_k.weight,Q4_K,5120x1024,18064735424,5242880,attention
blk.71.attn_k_norm.weight,F32,256,18067684544,256,attention
blk.71.attn_norm.weight,F32,5120,18067685568,5120,attention
blk.71.attn_output.weight,Q4_K,6144x5120,18067706048,31457280,output
blk.71.attn_q.weight,Q4_K,5120x12288,18085400768,62914560,attention
blk.71.attn_q_norm.weight,F32,256,18120790208,256,attention
blk.71.attn_v.weight,Q6_K,5120x1024,18120791232,5242880,attention
blk.71.ffn_down.weight,Q6_K,17408x5120,18125092032,89128960,ffn
blk.71.ffn_gate.weight,Q4_K,5120x17408,18198205632,89128960,ffn
blk.71.ffn_up.weight,Q4_K,5120x17408,18248340672,89128960,ffn
blk.71.post_attention_norm.weight,F32,5120,18298475712,5120,norm
blk.72.attn_gate.weight,Q4_K,5120x6144,18298496192,31457280,attention
blk.72.attn_norm.weight,F32,5120,18316190912,5120,attention
blk.72.attn_qkv.weight,Q5_K,5120x10240,18316211392,52428800,attention
blk.72.ffn_down.weight,Q4_K,17408x5120,18352256192,89128960,ffn
blk.72.ffn_gate.weight,Q4_K,5120x17408,18402391232,89128960,ffn
blk.72.ffn_up.weight,Q4_K,5120x17408,18452526272,89128960,ffn
blk.72.post_attention_norm.weight,F32,5120,18502661312,5120,norm
blk.72.ssm_a,F32,48,18502681792,48,ssm
blk.72.ssm_alpha.weight,Q4_K,5120x48,18502681984,245760,ssm
blk.72.ssm_beta.weight,Q4_K,5120x48,18502820224,245760,ssm
blk.72.ssm_conv1d.weight,F32,4x10240,18502958464,40960,conv
blk.72.ssm_dt.bias,F32,48,18503122304,48,ssm
blk.72.ssm_norm.weight,F32,128,18503122496,128,ssm
blk.72.ssm_out.weight,Q4_K,6144x5120,18503123008,31457280,ssm
blk.73.attn_gate.weight,Q4_K,5120x6144,18520817728,31457280,attention
blk.73.attn_norm.weight,F32,5120,18538512448,5120,attention
blk.73.attn_qkv.weight,Q5_K,5120x10240,18538532928,52428800,attention
blk.73.ffn_down.weight,Q4_K,17408x5120,18574577728,89128960,ffn
blk.73.ffn_gate.weight,Q4_K,5120x17408,18624712768,89128960,ffn
blk.73.ffn_up.weight,Q4_K,5120x17408,18674847808,89128960,ffn
blk.73.post_attention_norm.weight,F32,5120,18724982848,5120,norm
blk.73.ssm_a,F32,48,18725003328,48,ssm
blk.73.ssm_alpha.weight,Q4_K,5120x48,18725003520,245760,ssm
blk.73.ssm_beta.weight,Q4_K,5120x48,18725141760,245760,ssm
blk.73.ssm_conv1d.weight,F32,4x10240,18725280000,40960,conv
blk.73.ssm_dt.bias,F32,48,18725443840,48,ssm
blk.73.ssm_norm.weight,F32,128,18725444032,128,ssm
blk.73.ssm_out.weight,Q4_K,6144x5120,18725444544,31457280,ssm
blk.74.attn_gate.weight,Q4_K,5120x6144,18743139264,31457280,attention
blk.74.attn_norm.weight,F32,5120,18760833984,5120,attention
blk.74.attn_qkv.weight,Q5_K,5120x10240,18760854464,52428800,attention
blk.74.ffn_down.weight,Q6_K,17408x5120,18796899264,89128960,ffn
blk.74.ffn_gate.weight,Q4_K,5120x17408,18870012864,89128960,ffn
blk.74.ffn_up.weight,Q4_K,5120x17408,18920147904,89128960,ffn
blk.74.post_attention_norm.weight,F32,5120,18970282944,5120,norm
blk.74.ssm_a,F32,48,18970303424,48,ssm
blk.74.ssm_alpha.weight,Q4_K,5120x48,18970303616,245760,ssm
blk.74.ssm_beta.weight,Q4_K,5120x48,18970441856,245760,ssm
blk.74.ssm_conv1d.weight,F32,4x10240,18970580096,40960,conv
blk.74.ssm_dt.bias,F32,48,18970743936,48,ssm
blk.74.ssm_norm.weight,F32,128,18970744128,128,ssm
blk.74.ssm_out.weight,Q4_K,6144x5120,18970744640,31457280,ssm
blk.75.attn_k.weight,Q4_K,5120x1024,18988439360,5242880,attention
blk.75.attn_k_norm.weight,F32,256,18991388480,256,attention
blk.75.attn_norm.weight,F32,5120,18991389504,5120,attention
blk.75.attn_output.weight,Q4_K,6144x5120,18991409984,31457280,output
blk.75.attn_q.weight,Q4_K,5120x12288,19009104704,62914560,attention
blk.75.attn_q_norm.weight,F32,256,19044494144,256,attention
blk.75.attn_v.weight,Q4_K,5120x1024,19044495168,5242880,attention
blk.75.ffn_down.weight,Q4_K,17408x5120,19047444288,89128960,ffn
blk.75.ffn_gate.weight,Q4_K,5120x17408,19097579328,89128960,ffn
blk.75.ffn_up.weight,Q4_K,5120x17408,19147714368,89128960,ffn
blk.75.post_attention_norm.weight,F32,5120,19197849408,5120,norm
blk.76.attn_gate.weight,Q4_K,5120x6144,19197869888,31457280,attention
blk.76.attn_norm.weight,F32,5120,19215564608,5120,attention
blk.76.attn_qkv.weight,Q5_K,5120x10240,19215585088,52428800,attention
blk.76.ffn_down.weight,Q4_K,17408x5120,19251629888,89128960,ffn
blk.76.ffn_gate.weight,Q4_K,5120x17408,19301764928,89128960,ffn
blk.76.ffn_up.weight,Q4_K,5120x17408,19351899968,89128960,ffn
blk.76.post_attention_norm.weight,F32,5120,19402035008,5120,norm
blk.76.ssm_a,F32,48,19402055488,48,ssm
blk.76.ssm_alpha.weight,Q4_K,5120x48,19402055680,245760,ssm
blk.76.ssm_beta.weight,Q4_K,5120x48,19402193920,245760,ssm
blk.76.ssm_conv1d.weight,F32,4x10240,19402332160,40960,conv
blk.76.ssm_dt.bias,F32,48,19402496000,48,ssm
blk.76.ssm_norm.weight,F32,128,19402496192,128,ssm
blk.76.ssm_out.weight,Q4_K,6144x5120,19402496704,31457280,ssm
blk.77.attn_gate.weight,Q4_K,5120x6144,19420191424,31457280,attention
blk.77.attn_norm.weight,F32,5120,19437886144,5120,attention
blk.77.attn_qkv.weight,Q5_K,5120x10240,19437906624,52428800,attention
blk.77.ffn_down.weight,Q6_K,17408x5120,19473951424,89128960,ffn
blk.77.ffn_gate.weight,Q4_K,5120x17408,19547065024,89128960,ffn
blk.77.ffn_up.weight,Q4_K,5120x17408,19597200064,89128960,ffn
blk.77.post_attention_norm.weight,F32,5120,19647335104,5120,norm
blk.77.ssm_a,F32,48,19647355584,48,ssm
blk.77.ssm_alpha.weight,Q4_K,5120x48,19647355776,245760,ssm
blk.77.ssm_beta.weight,Q4_K,5120x48,19647494016,245760,ssm
blk.77.ssm_conv1d.weight,F32,4x10240,19647632256,40960,conv
blk.77.ssm_dt.bias,F32,48,19647796096,48,ssm
blk.77.ssm_norm.weight,F32,128,19647796288,128,ssm
blk.77.ssm_out.weight,Q4_K,6144x5120,19647796800,31457280,ssm
blk.78.attn_gate.weight,Q4_K,5120x6144,19665491520,31457280,attention
blk.78.attn_norm.weight,F32,5120,19683186240,5120,attention
blk.78.attn_qkv.weight,Q5_K,5120x10240,19683206720,52428800,attention
blk.78.ffn_down.weight,Q4_K,17408x5120,19719251520,89128960,ffn
blk.78.ffn_gate.weight,Q4_K,5120x17408,19769386560,89128960,ffn
blk.78.ffn_up.weight,Q4_K,5120x17408,19819521600,89128960,ffn
blk.78.post_attention_norm.weight,F32,5120,19869656640,5120,norm
blk.78.ssm_a,F32,48,19869677120,48,ssm
blk.78.ssm_alpha.weight,Q4_K,5120x48,19869677312,245760,ssm
blk.78.ssm_beta.weight,Q4_K,5120x48,19869815552,245760,ssm
blk.78.ssm_conv1d.weight,F32,4x10240,19869953792,40960,conv
blk.78.ssm_dt.bias,F32,48,19870117632,48,ssm
blk.78.ssm_norm.weight,F32,128,19870117824,128,ssm
blk.78.ssm_out.weight,Q4_K,6144x5120,19870118336,31457280,ssm
blk.79.attn_k.weight,Q4_K,5120x1024,19887813056,5242880,attention
blk.79.attn_k_norm.weight,F32,256,19890762176,256,attention
blk.79.attn_norm.weight,F32,5120,19890763200,5120,attention
blk.79.attn_output.weight,Q4_K,6144x5120,19890783680,31457280,output
blk.79.attn_q.weight,Q4_K,5120x12288,19908478400,62914560,attention
blk.79.attn_q_norm.weight,F32,256,19943867840,256,attention
blk.79.attn_v.weight,Q4_K,5120x1024,19943868864,5242880,attention
blk.79.ffn_down.weight,Q4_K,17408x5120,19946817984,89128960,ffn
blk.79.ffn_gate.weight,Q4_K,5120x17408,19996953024,89128960,ffn
blk.79.ffn_up.weight,Q4_K,5120x17408,20047088064,89128960,ffn
blk.79.post_attention_norm.weight,F32,5120,20097223104,5120,norm
blk.80.attn_gate.weight,Q4_K,5120x6144,20097243584,31457280,attention
blk.80.attn_norm.weight,F32,5120,20114938304,5120,attention
blk.80.attn_qkv.weight,Q5_K,5120x10240,20114958784,52428800,attention
blk.80.ffn_down.weight,Q6_K,17408x5120,20151003584,89128960,ffn
blk.80.ffn_gate.weight,Q4_K,5120x17408,20224117184,89128960,ffn
blk.80.ffn_up.weight,Q4_K,5120x17408,20274252224,89128960,ffn
blk.80.post_attention_norm.weight,F32,5120,20324387264,5120,norm
blk.80.ssm_a,F32,48,20324407744,48,ssm
blk.80.ssm_alpha.weight,Q4_K,5120x48,20324407936,245760,ssm
blk.80.ssm_beta.weight,Q4_K,5120x48,20324546176,245760,ssm
blk.80.ssm_conv1d.weight,F32,4x10240,20324684416,40960,conv
blk.80.ssm_dt.bias,F32,48,20324848256,48,ssm
blk.80.ssm_norm.weight,F32,128,20324848448,128,ssm
blk.80.ssm_out.weight,Q4_K,6144x5120,20324848960,31457280,ssm
blk.81.attn_gate.weight,Q4_K,5120x6144,20342543680,31457280,attention
blk.81.attn_norm.weight,F32,5120,20360238400,5120,attention
blk.81.attn_qkv.weight,Q5_K,5120x10240,20360258880,52428800,attention
blk.81.ffn_down.weight,Q4_K,17408x5120,20396303680,89128960,ffn
blk.81.ffn_gate.weight,Q4_K,5120x17408,20446438720,89128960,ffn
blk.81.ffn_up.weight,Q4_K,5120x17408,20496573760,89128960,ffn
blk.81.post_attention_norm.weight,F32,5120,20546708800,5120,norm
blk.81.ssm_a,F32,48,20546729280,48,ssm
blk.81.ssm_alpha.weight,Q4_K,5120x48,20546729472,245760,ssm
blk.81.ssm_beta.weight,Q4_K,5120x48,20546867712,245760,ssm
blk.81.ssm_conv1d.weight,F32,4x10240,20547005952,40960,conv
blk.81.ssm_dt.bias,F32,48,20547169792,48,ssm
blk.81.ssm_norm.weight,F32,128,20547169984,128,ssm
blk.81.ssm_out.weight,Q4_K,6144x5120,20547170496,31457280,ssm
blk.82.attn_gate.weight,Q4_K,5120x6144,20564865216,31457280,attention
blk.82.attn_norm.weight,F32,5120,20582559936,5120,attention
blk.82.attn_qkv.weight,Q5_K,5120x10240,20582580416,52428800,attention
blk.82.ffn_down.weight,Q4_K,17408x5120,20618625216,89128960,ffn
blk.82.ffn_gate.weight,Q4_K,5120x17408,20668760256,89128960,ffn
blk.82.ffn_up.weight,Q4_K,5120x17408,20718895296,89128960,ffn
blk.82.post_attention_norm.weight,F32,5120,20769030336,5120,norm
blk.82.ssm_a,F32,48,20769050816,48,ssm
blk.82.ssm_alpha.weight,Q4_K,5120x48,20769051008,245760,ssm
blk.82.ssm_beta.weight,Q4_K,5120x48,20769189248,245760,ssm
blk.82.ssm_conv1d.weight,F32,4x10240,20769327488,40960,conv
blk.82.ssm_dt.bias,F32,48,20769491328,48,ssm
blk.82.ssm_norm.weight,F32,128,20769491520,128,ssm
blk.82.ssm_out.weight,Q4_K,6144x5120,20769492032,31457280,ssm
blk.83.attn_k.weight,Q4_K,5120x1024,20787186752,5242880,attention
blk.83.attn_k_norm.weight,F32,256,20790135872,256,attention
blk.83.attn_norm.weight,F32,5120,20790136896,5120,attention
blk.83.attn_output.weight,Q4_K,6144x5120,20790157376,31457280,output
blk.83.attn_q.weight,Q4_K,5120x12288,20807852096,62914560,attention
